Titration Data Only,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-27.0,,,,,,19.5,,,,,,,,,,,,,
,2,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,3,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,4,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,5,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,6,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,7,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,8,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,9,,,,,-27.1,,,,,,19.5,,,-0.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,7,,0.0810,,,,-41.5,,0.0275,,,,20.1,5.3,,,,,,,,,,,
,8,,0.1115,,,,-32.3,,0.0305,,,,20.1,9.2,,,,,,,,,,,
,9,,0.1530,,,,-18.7,,0.0415,,,,20.1,13.6,,,,,,,,,,,
,10,,0.2035,,,,-3.5,,0.0505,,,,20.1,15.2,,,,,,,,,,,
,11,,0.2650,,,,8.9,,0.0615,,,,20.1,12.4,,,,,,,,,,,
,12,,0.3375,,,,24.2,,0.0725,,,,20.1,15.3,,,,,,,,,,,
,13,,0.4220,,,,32.8,,0.0845,,,,20.1,8.6,,,,,,,,,,,
,14,,0.5105,,,,45.7,,0.0885,,,,20.1,12.9,,,,,,,,,,,
,15,,0.6205,,,,62.8,,0.1100,,,,20.1,17.1,,,,,,,,,,,
,16,,0.7430,,,,78.5,,0.1225,,,,20.1,15.7,,,,,,,,,,,
,17,,0.8780,,,,98.0,,0.1350,,,,20.1,19.5,,,,,,,,,,,
,18,,0.8950,,,,108.0,,0.0170,,,,20.1,10.0,,,,,,,,,,,
,19,,0.8980,,,,103.4,,0.0030,,,,20.1,-4.6,,,,,,,,,,,
,20,,0.9020,,,,102.4,,0.0040,,,,20.1,-1.0,,,,,,,,,,,
,21,,0.9085,,,,104.4,,0.0065,,,,20.1,2.0,,,,,,,,,,,
,22,,0.9180,,,,107.9,,0.0095,,,,20.1,3.5,,,,,,,,,,,
,23,,0.9310,,,,112.0,,0.0130,,,,20.1,4.1,,,,,,,,,,,
,24,,0.9480,,,,117.3,,0.0170,,,,20.1,5.3,,,,,,,,,,,
,25,,0.9680,,,,123.2,,0.0200,,,,20.1,5.9,,,,,,,,,,,
,26,,0.9875,,,,130.0,,0.0195,,,,20.1,6.8,,,,,,,,,,,
,27,,1.0095,,,,138.4,,0.0220,,,,20.1,8.4,,,,,,,,,,,
,28,,1.0230,,,,146.1,,0.0135,,,,20.1,7.7,,,,,,,,,,,
,29,,1.0295,,,,150.7,,0.0065,,,,20.1,4.6,,,,,,,,,,,
,30,,1.0360,,,,153.7,,0.0065,,,,20.1,3.0,,,,,,,,,,,
,31,,1.0435,,,,156.6,,0.0075,,,,20.1,2.9,,,,,,,,,,,
,32,,1.0520,,,,159.8,,0.0085,,,,20.1,3.2,,,,,,,,,,,
,33,,1.0625,,,,164.0,,0.0105,,,,20.1,4.2,,,,,,,,,,,
,34,,1.0715,,,,168.1,,0.0090,,,,20.1,4.1,,,,,,,,,,,
,35,,1.0765,,,,171.1,,0.0050,,,,20.1,3.0,,,,,,,,,,,
,36,,1.0805,,,,172.8,,0.0040,,,,20.1,1.7,,,,,,,,,,,
,37,,1.0855,,,,174.1,,0.0050,,,,20.1,1.3,,,,,,,,,,,
,38,,1.0915,,,,175.9,,0.0060,,,,20.1,1.8,,,,,,,,,,,
,39,,1.0985,,,,177.8,,0.0070,,,,20.1,1.9,,,,,,,,,,,
,40,,1.1060,,,,179.9,,0.0075,,,,20.1,2.1,,,,,,,,,,,
,41,,1.1115,,,,181.6,,0.0055,,,,20.1,1.7,,,,,,,,,,,
,42,,1.1155,,,,183.0,,0.0040,,,,20.1,1.4,,,,,,,,,,,
,43,,1.1185,,,,183.8,,0.0030,,,,20.1,0.8,,,,,,,,,,,
,44,,1.1220,,,,184.7,,0.0035,,,,20.1,0.9,,,,,,,,,,,
,45,,1.1270,,,,185.6,,0.0050,,,,20.1,0.9,,,,,,,,,,,
,46,,1.1320,,,,186.7,,0.0050,,,,20.1,1.1,,,,,,,,,,,
,47,,1.1360,,,,187.7,,0.0040,,,,20.1,1.0,,,,,,,,,,,
,48,,1.1380,,,,188.4,,0.0020,,,,20.1,0.7,,,,,,,,,,,
,49,,1.1405,,,,188.9,,0.0025,,,,20.1,0.5,,,,,,,,,,,
,50,,1.1430,,,,189.3,,0.0025,,,,20.1,0.4,,,,,,,,,,,
,51,,1.1465,,,,189.9,,0.0035,,,,20.1,0.6,,,,,,,,,,,
,52,,1.1490,,,,190.5,,0.0025,,,,20.1,0.6,,,,,,,,,,,
,53,,1.1515,,,,190.9,,0.0025,,,,20.1,0.4,,,,,,,,,,,
,54,,1.1540,,,,191.4,,0.0025,,,,20.1,0.5,,,,,,,,,,,
,55,,1.1560,,,,191.7,,0.0020,,,,20.1,0.3,,,,,,,,,,,
,56,,1.1585,,,,192.2,,0.0025,,,,20.1,0.5,,,,,,,,,,,
,57,,1.1600,,,,192.5,,0.0015,,,,20.1,0.3,,,,,,,,,,,
,58,,1.1610,,,,192.7,,0.0010,,,,20.1,0.2,,,,,,,,,,,
,59,,1.1615,,,,193.0,,0.0005,,,,20.1,0.3,,,,,,,,,,,
,60,,1.1630,,,,193.1,,0.0015,,,,20.1,0.1,,,,,,,,,,,
,61,,1.1655,,,,193.3,,0.0025,,,,20.1,0.2,,,,,,,,,,,
,62,,1.1660,,,,193.7,,0.0005,,,,20.1,0.4,,,,,,,,,,,
,63,,1.1665,,,,193.8,,0.0005,,,,20.1,0.1,,,,,,,,,,,
,64,,1.1690,,,,194.0,,0.0025,,,,20.1,0.2,,,,,,,,,,,
,,,1.1690,,,,194.0,,,,,,,,,,,,,EP,,,,,
,65,,1.1695,,,,194.3,,0.0005,,,,20.1,0.3,,,,,,,,,,,
,66,,1.1695,,,,194.4,,0.0000,,,,20.1,0.1,,,,,,,,,,,
,67,,1.1695,,,,194.4,,0.0000,,,,20.1,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,"Scope 1/1, Sample 8/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 8/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,dE/dV,,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,[mV/mL],,,,,,
,0,,0.0000,,,,194.8,,,,,,20.3,,,,,,,,,,,,
,3,,0.0200,,,,197.2,,0.0200,,,,20.3,2.4,,,,,,,,,,,
,6,,0.0400,,,,199.9,,0.0200,,,,20.3,2.7,,,,,,,,,,,
,9,,0.0600,,,,202.3,,0.0200,,,,20.3,2.4,,,,,,,,,,,
,12,,0.0800,,,,204.6,,0.0200,,,,20.3,2.3,,,,,,,,,,,
,15,,0.1000,,,,206.7,,0.0200,,,,20.3,2.1,,,,,100.77,,,,,,
,18,,0.1200,,,,208.6,,0.0200,,,,20.3,1.9,,,,,90.83,,,,,,
,21,,0.1400,,,,210.4,,0.0200,,,,20.3,1.8,,,,,83.84,,,,,,
,24,,0.1600,,,,211.9,,0.0200,,,,20.3,1.5,,,,,78.05,,,,,,
,27,,0.1800,,,,213.4,,0.0200,,,,20.3,1.5,,,,,73.34,,,,,,
,30,,0.2000,,,,214.9,,0.0200,,,,20.3,1.5,,,,,70.18,,,,,,
,33,,0.2200,,,,216.3,,0.0200,,,,20.3,1.4,,,,,67.43,,,,,,
,36,,0.2400,,,,217.6,,0.0200,,,,20.3,1.3,,,,,64.71,,,,,,
,39,,0.2600,,,,218.8,,0.0200,,,,20.3,1.2,,,,,61.79,,,,,,
,42,,0.2800,,,,220.1,,0.0200,,,,20.3,1.3,,,,,59.01,,,,,,
,45,,0.3000,,,,221.2,,0.0200,,,,20.3,1.1,,,,,56.20,,,,,,
,48,,0.3200,,,,222.3,,0.0200,,,,20.3,1.1,,,,,53.01,,,,,,
,51,,0.3400,,,,223.4,,0.0200,,,,20.3,1.1,,,,,49.70,,,,,,
,54,,0.3600,,,,224.3,,0.0200,,,,20.3,0.9,,,,,47.13,,,,,,
,57,,0.3800,,,,225.2,,0.0200,,,,20.4,0.9,,,,,45.72,,,,,,
,60,,0.4000,,,,226.1,,0.0200,,,,20.4,0.9,,,,,44.19,,,,,,
,64,,0.4200,,,,227.0,,0.0200,,,,20.4,0.9,,,,,43.20,,,,,,
,66,,0.4400,,,,227.9,,0.0200,,,,20.4,0.9,,,,,42.50,,,,,,
,70,,0.4600,,,,228.7,,0.0200,,,,20.4,0.8,,,,,41.80,,,,,,
,72,,0.4800,,,,229.5,,0.0200,,,,20.4,0.8,,,,,40.52,,,,,,
,76,,0.5000,,,,230.3,,0.0200,,,,20.4,0.8,,,,,39.27,,,,,,
,78,,0.5200,,,,231.1,,0.0200,,,,20.4,0.8,,,,,37.50,,,,,,
,82,,0.5400,,,,231.9,,0.0200,,,,20.4,0.8,,,,,35.99,,,,,,
,84,,0.5600,,,,232.5,,0.0200,,,,20.4,0.6,,,,,34.22,,,,,,
,88,,0.5800,,,,233.2,,0.0200,,,,20.4,0.7,,,,,32.42,,,,,,
,91,,0.6000,,,,233.8,,0.0200,,,,20.4,0.6,,,,,31.69,,,,,,
,94,,0.6200,,,,234.5,,0.0200,,,,20.4,0.7,,,,,31.73,,,,,,
,97,,0.6400,,,,235.1,,0.0200,,,,20.4,0.6,,,,,31.99,,,,,,
,100,,0.6600,,,,235.7,,0.0200,,,,20.4,0.6,,,,,31.80,,,,,,
,103,,0.6800,,,,236.4,,0.0200,,,,20.4,0.7,,,,,31.58,,,,,,
,106,,0.7000,,,,237.0,,0.0200,,,,20.4,0.6,,,,,30.49,,,,,,
,109,,0.7200,,,,237.6,,0.0200,,,,20.4,0.6,,,,,29.30,,,,,,
,112,,0.7400,,,,238.2,,0.0200,,,,20.4,0.6,,,,,27.20,,,,,,
,115,,0.7600,,,,238.7,,0.0200,,,,20.4,0.5,,,,,25.92,,,,,,
,118,,0.7800,,,,239.2,,0.0200,,,,20.4,0.5,,,,,25.72,,,,,,
,121,,0.8000,,,,239.7,,0.0200,,,,20.4,0.5,,,,,25.70,,,,,,
,124,,0.8200,,,,240.2,,0.0200,,,,20.4,0.5,,,,,26.00,,,,,,
,127,,0.8400,,,,240.8,,0.0200,,,,20.4,0.6,,,,,26.58,,,,,,
,130,,0.8600,,,,241.3,,0.0200,,,,20.4,0.5,,,,,26.01,,,,,,
,133,,0.8800,,,,241.8,,0.0200,,,,20.4,0.5,,,,,25.29,,,,,,
,136,,0.9000,,,,242.3,,0.0200,,,,20.4,0.5,,,,,24.29,,,,,,
,139,,0.9200,,,,242.8,,0.0200,,,,20.4,0.5,,,,,23.21,,,,,,
,142,,0.9400,,,,243.2,,0.0200,,,,20.4,0.4,,,,,22.50,,,,,,
,145,,0.9600,,,,243.7,,0.0200,,,,20.4,0.5,,,,,21.21,,,,,,
,148,,0.9800,,,,244.1,,0.0200,,,,20.4,0.4,,,,,20.70,,,,,,
,151,,1.0000,,,,244.5,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,154,,1.0200,,,,244.9,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,157,,1.0400,,,,245.3,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,160,,1.0600,,,,245.8,,0.0200,,,,20.4,0.5,,,,,,,,,,,
,163,,1.0800,,,,246.2,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 9/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 9/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-54.5,,,,,,20.0,,,,,,,,,,,,,
,2,,,,,-54.6,,,,,,20.0,,,-0.1,,,,,,,,,,
,3,,,,,-54.6,,,,,,20.0,,,0.0,,,,,,,,,,
,4,,,,,-54.6,,,,,,20.0,,,0.0,,,,,,,,,,
,5,,,,,-54.6,,,,,,20.0,,,0.0,,,,,,,,,,
,6,,,,,-54.6,,,,,,20.0,,,0.0,,,,,,,,,,
,7,,,,,-54.6,,,,,,20.0,,,0.0,,,,,,,,,,
,8,,,,,-54.6,,,,,,20.0,,,0.0,,,,,,,,,,
,9,,,,,-54.6,,,,,,20.0,,,0.0,,,,,,,,,,
,10,,,,,-54.6,,,,,,20.0,,,0.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 9/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 9/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,0,,0.0000,,,,-54.7,,,,,,20.0,,,,,,,,,,,,
,1,,0.0010,,,,-54.6,,0.0010,,,,20.0,0.1,,,,,,,,,,,
,2,,0.0050,,,,-54.6,,0.0040,,,,20.0,0.0,,,,,,,,,,,
,3,,0.0110,,,,-54.2,,0.0060,,,,20.0,0.4,,,,,,,,,,,
,4,,0.0200,,,,-53.0,,0.0090,,,,20.0,1.2,,,,,,,,,,,
,5,,0.0340,,,,-50.6,,0.0140,,,,20.0,2.4,,,,,,,,,,,
,6,,0.0555,,,,-46.5,,0.0215,,,,20.0,4.1,,,,,,,,,,,
,7,,0.0800,,,,-40.4,,0.0245,,,,20.0,6.1,,,,,,,,,,,
,8,,0.1145,,,,-30.4,,0.0345,,,,20.0,10.0,,,,,,,,,,,
,9,,0.1570,,,,-17.6,,0.0425,,,,20.0,12.8,,,,,,,,,,,
,10,,0.2090,,,,-3.4,,0.0520,,,,20.0,14.2,,,,,,,,,,,
,11,,0.2715,,,,10.2,,0.0625,,,,20.0,13.6,,,,,,,,,,,
,12,,0.3470,,,,22.0,,0.0755,,,,20.0,11.8,,,,,,,,,,,
,13,,0.4255,,,,35.5,,0.0785,,,,20.0,13.5,,,,,,,,,,,
,14,,0.5250,,,,51.6,,0.0995,,,,20.0,16.1,,,,,,,,,,,
,15,,0.6380,,,,67.9,,0.1130,,,,20.0,16.3,,,,,,,,,,,
,16,,0.7635,,,,85.7,,0.1255,,,,20.0,17.8,,,,,,,,,,,
,17,,0.8835,,,,107.6,,0.1200,,,,20.0,21.9,,,,,,,,,,,
,18,,0.8885,,,,113.0,,0.0050,,,,20.0,5.4,,,,,,,,,,,
,19,,0.8910,,,,108.2,,0.0025,,,,20.0,-4.8,,,,,,,,,,,
,20,,0.8955,,,,107.9,,0.0045,,,,20.0,-0.3,,,,,,,,,,,
,21,,0.9020,,,,109.7,,0.0065,,,,20.0,1.8,,,,,,,,,,,
,22,,0.9120,,,,112.9,,0.0100,,,,20.1,3.2,,,,,,,,,,,
,23,,0.9250,,,,117.4,,0.0130,,,,20.0,4.5,,,,,,,,,,,
,24,,0.9415,,,,122.8,,0.0165,,,,20.0,5.4,,,,,,,,,,,
,25,,0.9590,,,,128.8,,0.0175,,,,20.0,6.0,,,,,,,,,,,
,26,,0.9785,,,,137.7,,0.0195,,,,20.0,8.9,,,,,,,,,,,
,27,,0.9895,,,,144.7,,0.0110,,,,20.0,7.0,,,,,,,,,,,
,28,,0.9965,,,,148.4,,0.0070,,,,20.0,3.7,,,,,,,,,,,
,29,,1.0045,,,,151.6,,0.0080,,,,20.1,3.2,,,,,,,,,,,
,30,,1.0145,,,,156.1,,0.0100,,,,20.1,4.5,,,,,,,,,,,
,31,,1.0235,,,,160.6,,0.0090,,,,20.1,4.5,,,,,,,,,,,
,32,,1.0305,,,,164.5,,0.0070,,,,20.1,3.9,,,,,,,,,,,
,33,,1.0360,,,,167.3,,0.0055,,,,20.1,2.8,,,,,,,,,,,
,34,,1.0420,,,,169.5,,0.0060,,,,20.1,2.2,,,,,,,,,,,
,35,,1.0490,,,,171.9,,0.0070,,,,20.1,2.4,,,,,,,,,,,
,36,,1.0570,,,,173.8,,0.0080,,,,20.1,1.9,,,,,,,,,,,
,37,,1.0645,,,,176.5,,0.0075,,,,20.1,2.7,,,,,,,,,,,
,38,,1.0700,,,,178.5,,0.0055,,,,20.1,2.0,,,,,,,,,,,
,39,,1.0745,,,,179.9,,0.0045,,,,20.1,1.4,,,,,,,,,,,
,40,,1.0800,,,,181.4,,0.0055,,,,20.1,1.5,,,,,,,,,,,
,41,,1.0855,,,,182.7,,0.0055,,,,20.1,1.3,,,,,,,,,,,
,42,,1.0900,,,,184.0,,0.0045,,,,20.1,1.3,,,,,,,,,,,
,43,,1.0950,,,,185.4,,0.0050,,,,20.1,1.4,,,,,,,,,,,
,44,,1.0980,,,,186.4,,0.0030,,,,20.1,1.0,,,,,,,,,,,
,45,,1.1005,,,,187.0,,0.0025,,,,20.1,0.6,,,,,,,,,,,
,46,,1.1040,,,,187.6,,0.0035,,,,20.1,0.6,,,,,,,,,,,
,47,,1.1080,,,,188.3,,0.0040,,,,20.1,0.7,,,,,,,,,,,
,48,,1.1110,,,,189.0,,0.0030,,,,20.1,0.7,,,,,,,,,,,
,49,,1.1140,,,,189.9,,0.0030,,,,20.1,0.9,,,,,,,,,,,
,50,,1.1165,,,,190.3,,0.0025,,,,20.1,0.4,,,,,,,,,,,
,51,,1.1185,,,,190.8,,0.0020,,,,20.1,0.5,,,,,,,,,,,
,52,,1.1210,,,,191.3,,0.0025,,,,20.1,0.5,,,,,,,,,,,
,53,,1.1235,,,,191.8,,0.0025,,,,20.1,0.5,,,,,,,,,,,
,54,,1.1240,,,,192.2,,0.0005,,,,20.1,0.4,,,,,,,,,,,
,55,,1.1255,,,,192.4,,0.0015,,,,20.1,0.2,,,,,,,,,,,
,56,,1.1280,,,,192.6,,0.0025,,,,20.1,0.2,,,,,,,,,,,
,57,,1.1290,,,,193.0,,0.0010,,,,20.1,0.4,,,,,,,,,,,
,58,,1.1290,,,,193.3,,0.0000,,,,20.1,0.3,,,,,,,,,,,
,59,,1.1300,,,,193.3,,0.0010,,,,20.1,0.0,,,,,,,,,,,
,60,,1.1325,,,,193.6,,0.0025,,,,20.1,0.3,,,,,,,,,,,
,61,,1.1330,,,,193.8,,0.0005,,,,20.1,0.2,,,,,,,,,,,
,,,1.133333,,,,194.0,,,,,,,,,,,,,EP,,,,,
,62,,1.1335,,,,194.1,,0.0005,,,,20.1,0.3,,,,,,,,,,,
,63,,1.1335,,,,194.2,,0.0000,,,,20.1,0.1,,,,,,,,,,,
,64,,1.1335,,,,194.2,,0.0000,,,,20.1,0.0,,,,,,,,,,,
,65,,1.1335,,,,194.3,,0.0000,,,,20.1,0.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,"Scope 1/1, Sample 9/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 9/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,dE/dV,,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,[mV/mL],,,,,,
,0,,0.0000,,,,194.5,,,,,,20.3,,,,,,,,,,,,
,3,,0.0200,,,,197.1,,0.0200,,,,20.3,2.6,,,,,,,,,,,
,6,,0.0400,,,,199.8,,0.0200,,,,20.3,2.7,,,,,,,,,,,
,9,,0.0600,,,,202.4,,0.0200,,,,20.3,2.6,,,,,,,,,,,
,12,,0.0800,,,,204.7,,0.0200,,,,20.3,2.3,,,,,,,,,,,
,15,,0.1000,,,,206.9,,0.0200,,,,20.3,2.2,,,,,104.07,,,,,,
,18,,0.1200,,,,208.9,,0.0200,,,,20.3,2.0,,,,,93.33,,,,,,
,21,,0.1400,,,,210.7,,0.0200,,,,20.3,1.8,,,,,85.25,,,,,,
,24,,0.1600,,,,212.2,,0.0200,,,,20.3,1.5,,,,,79.06,,,,,,
,27,,0.1800,,,,213.8,,0.0200,,,,20.3,1.6,,,,,74.33,,,,,,
,30,,0.2000,,,,215.2,,0.0200,,,,20.3,1.4,,,,,71.40,,,,,,
,33,,0.2200,,,,216.7,,0.0200,,,,20.3,1.5,,,,,68.43,,,,,,
,36,,0.2400,,,,218.0,,0.0200,,,,20.3,1.3,,,,,65.77,,,,,,
,39,,0.2600,,,,219.3,,0.0200,,,,20.3,1.3,,,,,62.24,,,,,,
,42,,0.2800,,,,220.5,,0.0200,,,,20.3,1.2,,,,,59.49,,,,,,
,45,,0.3000,,,,221.6,,0.0200,,,,20.3,1.1,,,,,56.22,,,,,,
,48,,0.3200,,,,222.8,,0.0200,,,,20.3,1.2,,,,,53.49,,,,,,
,51,,0.3400,,,,223.8,,0.0200,,,,20.3,1.0,,,,,50.41,,,,,,
,54,,0.3600,,,,224.8,,0.0200,,,,20.3,1.0,,,,,48.22,,,,,,
,57,,0.3800,,,,225.7,,0.0200,,,,20.3,0.9,,,,,45.92,,,,,,
,60,,0.4000,,,,226.6,,0.0200,,,,20.3,0.9,,,,,44.70,,,,,,
,64,,0.4200,,,,227.5,,0.0200,,,,20.3,0.9,,,,,44.01,,,,,,
,66,,0.4400,,,,228.4,,0.0200,,,,20.3,0.9,,,,,42.70,,,,,,
,70,,0.4600,,,,229.2,,0.0200,,,,20.3,0.8,,,,,41.79,,,,,,
,72,,0.4800,,,,230.1,,0.0200,,,,20.3,0.9,,,,,40.80,,,,,,
,76,,0.5000,,,,230.8,,0.0200,,,,20.3,0.7,,,,,39.21,,,,,,
,78,,0.5200,,,,231.6,,0.0200,,,,20.3,0.8,,,,,37.50,,,,,,
,82,,0.5400,,,,232.4,,0.0200,,,,20.3,0.8,,,,,36.28,,,,,,
,84,,0.5600,,,,233.1,,0.0200,,,,20.3,0.7,,,,,34.94,,,,,,
,88,,0.5800,,,,233.7,,0.0200,,,,20.3,0.6,,,,,34.00,,,,,,
,91,,0.6000,,,,234.4,,0.0200,,,,20.3,0.7,,,,,32.49,,,,,,
,94,,0.6200,,,,235.1,,0.0200,,,,20.3,0.7,,,,,31.70,,,,,,
,97,,0.6400,,,,235.7,,0.0200,,,,20.3,0.6,,,,,31.22,,,,,,
,100,,0.6600,,,,236.3,,0.0200,,,,20.3,0.6,,,,,30.51,,,,,,
,103,,0.6800,,,,236.9,,0.0200,,,,20.3,0.6,,,,,29.99,,,,,,
,106,,0.7000,,,,237.5,,0.0200,,,,20.3,0.6,,,,,30.01,,,,,,
,109,,0.7200,,,,238.1,,0.0200,,,,20.3,0.6,,,,,29.79,,,,,,
,112,,0.7400,,,,238.7,,0.0200,,,,20.3,0.6,,,,,28.79,,,,,,
,115,,0.7600,,,,239.3,,0.0200,,,,20.3,0.6,,,,,27.21,,,,,,
,118,,0.7800,,,,239.8,,0.0200,,,,20.3,0.5,,,,,26.21,,,,,,
,121,,0.8000,,,,240.3,,0.0200,,,,20.3,0.5,,,,,26.02,,,,,,
,124,,0.8200,,,,240.8,,0.0200,,,,20.3,0.5,,,,,25.42,,,,,,
,127,,0.8400,,,,241.3,,0.0200,,,,20.3,0.5,,,,,25.77,,,,,,
,130,,0.8600,,,,241.9,,0.0200,,,,20.3,0.6,,,,,25.80,,,,,,
,133,,0.8800,,,,242.4,,0.0200,,,,20.3,0.5,,,,,25.49,,,,,,
,136,,0.9000,,,,242.8,,0.0200,,,,20.3,0.4,,,,,24.81,,,,,,
,139,,0.9200,,,,243.4,,0.0200,,,,20.3,0.6,,,,,23.78,,,,,,
,142,,0.9400,,,,243.8,,0.0200,,,,20.3,0.4,,,,,22.41,,,,,,
,145,,0.9600,,,,244.3,,0.0200,,,,20.3,0.5,,,,,,,,,,,
,148,,0.9800,,,,244.7,,0.0200,,,,20.3,0.4,,,,,,,,,,,
,151,,1.0000,,,,245.1,,0.0200,,,,20.3,0.4,,,,,,,,,,,
,154,,1.0200,,,,245.5,,0.0200,,,,20.3,0.4,,,,,,,,,,,
,157,,1.0400,,,,246.0,,0.0200,,,,20.4,0.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 10/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 10/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-55.0,,,,,,20.1,,,,,,,,,,,,,
,2,,,,,-55.0,,,,,,20.1,,,0.0,,,,,,,,,,
,3,,,,,-55.0,,,,,,20.1,,,0.0,,,,,,,,,,
,4,,,,,-55.0,,,,,,20.1,,,0.0,,,,,,,,,,
,5,,,,,-55.0,,,,,,20.1,,,0.0,,,,,,,,,,
,6,,,,,-55.0,,,,,,20.1,,,0.0,,,,,,,,,,
,7,,,,,-55.0,,,,,,20.1,,,0.0,,,,,,,,,,
,8,,,,,-55.1,,,,,,20.1,,,-0.1,,,,,,,,,,
,9,,,,,-55.1,,,,,,20.1,,,0.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 10/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 10/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,0,,0.0000,,,,-55.1,,,,,,20.1,,,,,,,,,,,,
,1,,0.0010,,,,-55.1,,0.0010,,,,20.1,0.0,,,,,,,,,,,
,2,,0.0050,,,,-55.0,,0.0040,,,,20.1,0.1,,,,,,,,,,,
,3,,0.0110,,,,-54.5,,0.0060,,,,20.1,0.5,,,,,,,,,,,
,4,,0.0200,,,,-53.3,,0.0090,,,,20.1,1.2,,,,,,,,,,,
,5,,0.0340,,,,-51.0,,0.0140,,,,20.1,2.3,,,,,,,,,,,
,6,,0.0550,,,,-46.7,,0.0210,,,,20.1,4.3,,,,,,,,,,,
,7,,0.0800,,,,-40.1,,0.0250,,,,20.1,6.6,,,,,,,,,,,
